aid,replicate,roc,pr,dpr,baseline
482894,0,0.5969819654030181,0.5770317975292152,0.07823083829660127,0.4988009592326139
507074,0,0.8335798816568046,0.8546228059392216,0.3546228059392216,0.5
507077,0,0.6931397928994082,0.6750885685482984,0.17508856854829835,0.5
485367,0,0.5800836721362278,0.462867757687892,0.11286775768789203,0.35
1708,0,0.5119817421072651,0.4571201837468763,0.03302379820470763,0.42409638554216866
2230,0,0.6947314049586777,0.5488283108939628,0.17577131607530994,0.37305699481865284
493248,0,0.5379283774653864,0.5474381800211021,0.047438180021102117,0.5
449749,0,0.6127541477283356,0.6038362300614833,0.11857765103780044,0.4852585790236829
588344,0,0.5305397727272727,0.5178584704524067,0.010166162760099073,0.5076923076923077
588811,0,0.8019395134779749,0.8393095446273448,0.33930954462734475,0.5
588345,0,0.5681026692234785,0.5749658305372392,0.07496583053723915,0.5
602235,0,0.5821180555555556,0.5478329183924674,0.047832918392467394,0.5
602386,0,0.5824,0.5511085260792369,0.05110852607923688,0.5
602234,0,0.6466319444444445,0.6430463122896083,0.1430463122896083,0.5
602374,0,0.6054951513370557,0.5907005010525668,0.09373080408286982,0.49696969696969695
652135,0,0.7814770775531774,0.7523511150687172,0.2523511150687172,0.5
1053173,0,0.6443127394636015,0.642638623595711,0.1443687274019394,0.4982698961937716
48288,0,0.5862470862470863,0.5901487603305446,0.09337456678215755,0.4967741935483871
52163,0,0.43224489795918364,0.4612911360519125,-0.03870886394808748,0.5
218702,0,0.5924531325108155,0.5598809804058884,0.05988098040588841,0.5
310904,0,0.8119047619047619,0.8404448574196011,0.3474871109407278,0.49295774647887325
404304,0,0.44061784897025164,0.463438942323057,-0.028539667302611482,0.4919786096256685
456868,0,0.5134863123993559,0.5130195731993128,0.023657871071653236,0.48936170212765956
899,0,0.6973185523837843,0.6998995391747806,0.2074120600428942,0.49248747913188645
881,0,0.6416744805949199,0.5695598708733499,0.17264169871607044,0.3969181721572795
1394,0,0.6283706253585771,0.6475365114515752,0.15053052342762313,0.49700598802395207
1540,0,0.7928983417447728,0.7839501021589514,0.29401721625291116,0.4899328859060403
1750,0,0.5953687445127304,0.5412271663845214,0.044930870088225106,0.4962962962962963
521,0,0.6937321937321937,0.5905333030955436,0.24876115119680947,0.34177215189873417
